genre,language,kmeans_mlp,kmeans_beta,kmeans_cvae,kmeans_pca
Jazz,English,13,11,18,4
Rock,English,4,1,13,9
Rock,English,11,9,13,9
Experimental,English,13,7,18,4
Rock,English,7,9,13,13
Electronic,English,14,2,7,1
Folk,English,4,3,16,15
Experimental,English,0,18,15,1
Hip-Hop,English,18,4,5,14
Instrumental,English,14,11,8,4
Rock,English,17,8,3,11
Rock,English,11,5,18,15
Rock,English,5,1,4,8
Experimental,English,1,7,18,4
Rock,English,5,17,4,8
Rock,English,0,18,13,8
Experimental,English,4,5,15,15
Rock,English,0,18,13,8
Instrumental,English,6,11,8,17
Experimental,English,2,6,12,0
Experimental,English,17,8,3,11
Pop,English,5,15,4,8
Rock,English,16,12,15,1
Rock,English,0,18,13,9
Rock,English,5,1,4,8
Rock,English,16,18,15,1
Rock,English,14,15,3,11
Rock,English,6,12,8,1
Experimental,English,15,16,0,10
Electronic,English,5,4,5,14
Rock,English,7,18,17,12
Rock,English,5,12,4,10
Instrumental,English,1,11,18,17
Electronic,English,15,0,12,6
Rock,English,11,1,13,9
Experimental,English,7,18,17,1
Rock,English,5,15,3,8
Electronic,English,16,14,15,1
Hip-Hop,English,15,12,0,10
Electronic,English,3,15,3,11
Electronic,English,18,0,0,0
Rock,English,0,17,13,13
Experimental,English,14,9,1,5
Rock,English,4,5,16,15
Rock,English,0,1,13,9
Rock,English,7,7,15,1
Folk,English,1,7,6,4
Rock,English,5,15,4,8
Folk,English,13,11,18,17
Electronic,English,8,14,11,18
Hip-Hop,English,18,4,5,14
Experimental,English,11,12,16,10
Pop,English,2,6,1,0
Rock,English,5,1,4,8
Electronic,English,13,0,9,16
Electronic,English,8,18,11,18
Electronic,English,3,4,5,14
Electronic,English,14,14,12,14
Electronic,English,3,15,3,11
Experimental,English,4,12,15,1
Experimental,English,2,2,1,0
Electronic,English,5,4,4,14
Experimental,English,6,5,8,15
Electronic,English,2,6,12,0
Rock,English,12,18,15,13
Classical,English,2,2,1,0
Experimental,English,9,5,14,7
Rock,English,0,1,13,9
Rock,English,0,1,13,9
Hip-Hop,English,3,15,5,14
Rock,English,16,2,15,2
Instrumental,English,10,3,16,3
Electronic,English,15,0,5,6
Pop,English,0,18,10,9
Rock,English,3,4,5,14
Pop,English,10,3,13,3
International,English,18,0,10,10
Electronic,English,18,14,12,8
Electronic,English,15,4,5,14
Electronic,English,6,2,17,12
Rock,English,0,1,13,13
Rock,English,17,17,3,13
Jazz,English,1,12,0,10
Electronic,English,6,4,8,0
Rock,English,5,18,4,8
Experimental,English,16,4,5,14
Soul-RnB,English,4,5,18,15
Rock,English,5,15,15,1
Electronic,English,8,15,11,18
Electronic,English,0,9,13,13
Folk,English,1,7,6,4
Electronic,English,14,14,12,14
Electronic,English,8,4,11,6
Experimental,English,16,12,0,10
Hip-Hop,English,14,14,12,0
Classical,English,1,7,15,2
Rock,English,5,15,4,8
Folk,English,5,15,4,8
Experimental,English,1,9,13,5
Rock,English,0,17,13,13
Electronic,English,18,14,4,8
Classical,English,1,7,18,4
Instrumental,English,7,11,16,15
Electronic,English,18,2,10,2
Hip-Hop,English,5,12,4,1
Hip-Hop,English,3,14,3,14
Spoken,English,10,3,2,3
Rock,English,11,18,10,2
Pop,English,17,15,3,8
Classical,English,1,7,18,4
Rock,English,17,17,13,13
Electronic,English,8,15,11,18
Rock,English,0,1,13,9
International,English,8,2,18,18
Experimental,English,12,2,7,12
Instrumental,English,7,2,17,12
Electronic,English,15,0,0,6
Experimental,English,4,5,16,15
Electronic,English,15,4,5,14
Electronic,English,14,14,12,14
Experimental,English,10,1,13,3
Rock,English,5,18,4,8
Electronic,English,18,4,10,14
Instrumental,English,6,15,8,11
Experimental,English,7,1,17,9
Electronic,English,8,4,11,6
Rock,English,0,1,13,13
Rock,English,7,2,17,12
Electronic,English,12,4,5,14
Rock,English,0,18,13,9
Rock,English,0,17,13,13
Rock,English,5,15,4,8
Old-Time / Historic,English,10,3,2,3
Instrumental,English,15,11,0,10
Rock,English,8,15,11,8
Experimental,English,9,4,14,14
Electronic,English,15,4,0,6
Rock,English,17,17,3,13
Electronic,English,3,4,5,14
Rock,English,0,7,13,9
Classical,English,1,11,18,17
Experimental,English,10,5,16,15
Hip-Hop,English,8,4,5,14
Electronic,English,15,0,5,14
Pop,English,3,15,14,14
Hip-Hop,English,8,12,11,18
Rock,English,7,18,17,12
Rock,English,5,17,4,8
Hip-Hop,English,14,2,1,0
International,English,13,11,18,17
Pop,English,0,1,13,9
Experimental,English,3,13,14,7
Experimental,English,12,2,7,12
Experimental,English,4,5,16,15
Rock,English,5,15,4,8
Electronic,English,13,5,18,17
Experimental,English,7,5,6,15
Experimental,English,0,1,13,9
Electronic,English,13,5,2,17
Folk,English,8,15,6,8
Rock,English,11,1,10,2
Experimental,English,1,7,6,15
Experimental,English,7,12,6,4
International,English,6,12,8,15
Electronic,English,7,7,17,12
Rock,English,7,1,17,9
Instrumental,English,14,6,7,5
Experimental,English,5,18,4,8
Hip-Hop,English,12,4,5,14
Instrumental,English,10,5,2,17
Jazz,English,10,5,2,15
Experimental,English,17,17,14,11
Classical,English,13,11,18,10
Rock,English,0,18,4,8
Rock,English,16,12,0,10
Jazz,English,11,18,10,1
Instrumental,English,6,5,16,15
Electronic,English,8,12,5,18
Electronic,English,8,4,11,18
Folk,English,1,7,16,4
Experimental,English,16,2,1,1
Instrumental,English,14,6,7,0
Electronic,English,3,16,5,7
Electronic,English,15,0,0,6
Experimental,English,2,9,1,5
Electronic,English,14,4,5,14
Rock,English,17,17,3,13
Experimental,English,2,9,1,5
Pop,English,2,9,8,5
Hip-Hop,English,8,0,11,18
Instrumental,English,2,14,12,0
Experimental,English,1,7,6,4
Experimental,English,2,6,1,0
Rock,English,0,18,15,8
Folk,English,7,7,6,4
Experimental,English,0,1,13,9
Rock,English,12,18,7,12
Hip-Hop,English,3,15,3,11
Classical,English,13,11,18,17
Folk,English,7,18,6,1
Rock,English,16,18,15,1
Rock,English,0,1,13,9
Rock,English,6,18,8,1
Hip-Hop,English,8,12,11,14
Hip-Hop,English,18,4,10,14
Hip-Hop,English,15,16,0,7
Electronic,English,12,17,7,12
Instrumental,English,1,7,18,4
Experimental,English,0,1,13,9
Experimental,English,6,9,13,5
Rock,English,5,15,4,14
Pop,English,4,5,16,15
Rock,English,16,18,15,9
Rock,English,16,18,15,1
Rock,English,0,17,13,13
Electronic,English,8,0,11,6
Experimental,English,14,6,7,0
Hip-Hop,English,15,12,0,10
Rock,English,0,18,13,9
Rock,English,17,17,13,13
Hip-Hop,English,18,0,10,6
Rock,English,17,17,3,11
Jazz,English,5,15,4,8
Rock,English,17,17,3,11
Electronic,English,15,16,0,6
Electronic,English,18,12,0,10
Jazz,English,1,3,16,3
Experimental,English,9,13,14,7
Rock,English,0,18,15,1
Experimental,English,1,7,6,4
Electronic,English,5,4,5,14
Rock,English,11,1,10,9
Pop,English,7,7,16,4
Experimental,English,15,16,5,6
Experimental,English,17,17,3,13
Electronic,English,18,15,10,11
Experimental,English,14,18,15,2
Experimental,English,3,16,9,16
Rock,English,18,17,10,13
International,English,18,14,11,14
Experimental,English,14,2,7,0
Rock,English,0,18,13,8
Electronic,English,15,16,0,10
Electronic,English,6,1,4,9
Experimental,English,3,5,16,15
Experimental,English,15,0,0,6
Rock,English,5,17,4,13
International,English,10,1,13,9
Rock,English,0,1,13,9
Electronic,English,18,12,10,10
International,English,4,5,16,15
Pop,English,10,3,16,3
Experimental,English,7,2,17,12
Rock,English,6,14,12,0
Folk,English,11,7,10,4
Experimental,English,15,12,0,10
Rock,English,0,18,15,9
Pop,English,5,15,4,8
Rock,English,0,1,4,9
Experimental,English,7,9,17,12
Electronic,English,8,14,11,18
Rock,English,7,18,15,1
Rock,English,18,14,10,2
Hip-Hop,English,18,0,11,18
Experimental,English,15,10,9,16
Rock,English,5,18,4,8
Rock,English,0,1,13,9
Experimental,English,17,17,3,13
Experimental,English,4,5,18,15
Experimental,English,10,3,2,3
Electronic,English,1,7,2,9
Old-Time / Historic,English,10,3,2,3
Experimental,English,0,18,15,1
Experimental,English,0,18,7,13
Rock,English,0,1,13,9
Experimental,English,5,15,4,8
Pop,English,0,18,13,9
Spoken,English,16,12,0,10
Electronic,English,15,4,5,6
Electronic,English,15,12,0,10
Electronic,English,14,6,7,0
Rock,English,17,15,3,11
Hip-Hop,English,14,12,5,14
Hip-Hop,English,18,0,12,14
Rock,English,1,7,18,4
Electronic,English,18,14,15,14
Rock,English,5,15,4,8
Hip-Hop,English,15,4,5,14
Rock,English,11,18,10,2
Rock,English,5,17,4,8
Folk,English,11,18,10,2
Spoken,English,8,12,0,10
Experimental,English,4,5,16,15
Electronic,English,15,0,12,6
Rock,English,0,17,4,13
International,English,15,4,5,14
Folk,English,1,7,6,4
Experimental,English,17,17,1,13
Rock,English,0,1,4,9
Rock,English,11,7,16,4
Pop,English,6,2,8,0
Instrumental,English,2,6,10,2
Rock,English,11,18,10,2
Rock,English,17,17,3,11
Rock,English,13,10,9,16
Hip-Hop,English,18,14,10,2
Electronic,English,1,9,1,5
Electronic,English,9,8,14,11
Electronic,English,8,6,11,18
Rock,English,0,18,4,8
Experimental,English,11,2,10,2
Instrumental,English,1,3,6,15
Classical,English,13,11,18,17
Instrumental,English,1,7,18,4
Hip-Hop,English,15,0,5,6
Electronic,English,16,0,0,10
Rock,English,18,14,10,2
Rock,English,5,15,4,8
Rock,English,12,17,7,13
Pop,English,12,2,7,0
Electronic,English,14,2,7,0
Spoken,English,16,12,0,10
Rock,English,0,1,13,9
Experimental,English,2,2,1,1
Rock,English,0,17,13,9
Rock,English,5,17,4,8
Electronic,English,18,14,11,18
Electronic,English,1,12,10,10
Experimental,English,13,10,9,16
Electronic,English,6,14,12,14
Experimental,English,1,7,18,4
Pop,English,16,12,0,10
Experimental,English,12,2,7,0
Rock,English,16,12,15,1
Rock,English,0,1,13,9
Experimental,English,9,8,14,11
Rock,English,16,18,15,1
Pop,English,12,9,7,5
Hip-Hop,English,17,14,3,1
Rock,English,5,1,4,9
Rock,English,17,17,3,8
Electronic,English,6,6,8,0
Electronic,English,15,4,5,14
Rock,English,16,17,15,13
Folk,English,5,15,4,8
Hip-Hop,English,14,14,15,1
Electronic,English,1,3,16,3
Electronic,English,12,14,17,12
Rock,English,0,17,13,13
Spoken,English,7,7,18,4
Pop,English,1,11,18,17
Rock,English,5,17,4,13
Rock,English,0,1,13,9
Experimental,English,16,2,15,1
Electronic,English,6,9,8,5
Rock,English,15,12,0,10
Rock,English,6,18,15,1
Jazz,English,18,0,11,18
Folk,English,14,12,8,1
Electronic,English,16,2,11,0
Experimental,English,8,0,11,6
Rock,English,1,7,6,4
Instrumental,English,7,7,17,12
Hip-Hop,English,18,12,5,14
Experimental,English,18,14,10,2
Electronic,English,8,0,11,18
Electronic,English,15,12,0,10
Instrumental,English,14,6,7,0
Instrumental,English,13,5,18,17
Experimental,English,1,9,13,5
Old-Time / Historic,English,10,3,2,3
Rock,English,17,8,4,11
Rock,English,18,15,4,8
Electronic,English,16,12,0,10
Electronic,English,4,16,0,10
Classical,English,13,11,9,17
Folk,English,6,2,8,1
Rock,English,0,1,13,9
Pop,English,16,7,15,1
Electronic,English,6,7,8,2
International,English,12,0,7,12
Spoken,English,4,18,6,9
Jazz,English,4,5,6,1
Electronic,English,11,12,10,2
Experimental,English,4,16,14,7
Electronic,English,18,0,12,14
Rock,English,0,1,13,9
Electronic,English,16,18,15,1
Rock,English,6,18,8,9
Old-Time / Historic,English,10,3,2,3
Classical,English,1,7,18,4
Experimental,English,4,5,16,15
Electronic,English,18,14,12,14
Experimental,English,3,13,14,7
Experimental,English,2,2,1,0
Electronic,English,14,14,12,0
Electronic,English,14,4,5,14
Electronic,English,12,0,7,10
Folk,English,3,16,9,17
Instrumental,English,16,12,0,10
Experimental,English,10,7,18,4
Experimental,English,13,10,9,16
Rock,English,2,9,1,5
Experimental,English,3,15,3,11
Rock,English,0,1,13,9
Rock,English,6,18,8,9
Instrumental,English,13,11,18,17
Rock,English,0,1,13,9
Rock,English,18,12,0,14
Rock,English,0,17,13,9
Pop,English,8,16,5,10
Electronic,English,14,14,1,1
Rock,English,0,18,15,1
Electronic,English,3,8,3,11
Hip-Hop,English,12,14,5,18
Rock,English,12,7,18,4
Rock,English,0,18,13,9
Experimental,English,2,6,7,0
Experimental,English,9,13,14,7
Electronic,English,16,6,12,0
Rock,English,4,1,16,9
Experimental,English,13,12,18,1
Pop,English,3,15,5,14
Rock,English,0,1,13,9
Experimental,English,8,0,11,18
Rock,English,0,18,4,8
Folk,English,0,7,13,9
Hip-Hop,English,18,4,5,14
Rock,English,12,0,7,6
Rock,English,16,12,15,1
Instrumental,English,5,15,4,8
Experimental,English,15,0,12,6
Rock,English,5,18,13,8
Rock,English,5,15,3,8
Instrumental,English,1,7,18,4
Rock,English,11,18,4,1
Electronic,English,3,4,12,14
Spoken,English,0,18,15,8
Folk,English,1,7,6,4
Instrumental,English,15,0,0,10
Experimental,English,11,7,18,4
Rock,English,3,13,3,7
Rock,English,0,17,13,13
Rock,English,16,18,15,1
Rock,English,2,9,1,5
Instrumental,English,0,2,13,1
International,English,15,0,5,6
Experimental,English,15,0,0,6
Rock,English,0,1,13,9
Electronic,English,10,5,16,15
Electronic,English,3,15,3,8
Rock,English,7,18,17,12
Old-Time / Historic,English,10,5,2,3
Rock,English,2,9,1,13
Electronic,English,16,12,0,10
Experimental,English,10,1,13,1
Experimental,English,1,3,6,15
Experimental,English,16,14,12,1
Rock,English,0,1,13,9
Old-Time / Historic,English,10,3,2,3
Electronic,English,15,10,0,16
Rock,English,5,15,4,8
Experimental,English,3,13,5,7
Folk,English,0,18,3,8
Rock,English,8,0,11,10
Experimental,English,13,11,9,17
Electronic,English,18,0,12,6
Pop,English,16,2,15,1
International,English,12,12,5,14
Rock,English,15,16,0,10
Rock,English,16,18,15,1
Rock,English,5,15,4,8
Rock,English,3,4,8,14
Rock,English,0,17,13,13
Instrumental,English,8,17,11,18
Rock,English,0,1,13,13
Instrumental,English,6,7,8,4
Experimental,English,1,5,6,15
Rock,English,1,9,1,5
Instrumental,English,13,11,18,17
Experimental,English,3,15,5,8
Experimental,English,2,2,18,0
Rock,English,0,17,13,13
Electronic,English,12,2,7,1
Electronic,English,16,5,16,15
Folk,English,1,11,6,4
Electronic,English,13,10,9,16
Electronic,English,8,0,11,18
Classical,English,13,11,18,17
Instrumental,English,14,4,12,0
Folk,English,10,3,2,15
Classical,English,6,7,15,1
Folk,English,1,7,6,4
Hip-Hop,English,18,15,10,11
Rock,English,16,18,15,1
Electronic,English,10,3,2,3
Experimental,English,3,4,14,7
Rock,English,0,9,13,5
Rock,English,11,18,15,1
Electronic,English,8,14,11,18
Folk,English,11,15,10,2
Experimental,English,15,16,0,6
Experimental,English,18,0,12,10
Rock,English,5,15,4,8
Classical,English,1,2,18,4
Rock,English,18,14,15,8
Instrumental,English,8,12,5,18
Rock,English,0,7,13,5
Experimental,English,14,6,1,0
Experimental,English,1,11,18,17
Spoken,English,16,12,0,10
Classical,English,1,11,2,4
Hip-Hop,English,12,4,5,14
Electronic,English,18,4,12,14
Rock,English,0,18,15,9
Pop,English,8,18,11,18
Experimental,English,9,15,14,1
Electronic,English,12,0,7,14
Electronic,English,17,14,3,11
Rock,English,14,14,12,0
Experimental,English,10,3,13,3
Rock,English,5,8,4,8
Experimental,English,3,8,3,11
International,English,5,15,4,8
Experimental,English,2,9,1,5
Experimental,English,5,4,5,14
Experimental,English,4,1,15,9
Electronic,English,15,0,0,10
Rock,English,1,12,18,1
Experimental,English,2,2,8,5
Country,English,7,15,17,12
Rock,English,0,1,13,9
Experimental,English,12,18,7,9
Rock,English,6,18,8,9
Pop,English,10,7,2,3
Rock,English,5,18,4,8
Rock,English,9,13,14,7
Rock,English,6,14,8,0
Rock,English,0,1,15,9
Folk,English,3,15,3,11
Experimental,English,7,12,17,12
Hip-Hop,English,18,14,11,18
Classical,English,13,11,9,17
Classical,English,1,7,18,4
Pop,English,11,18,4,2
Experimental,English,17,17,3,13
Folk,English,4,5,16,15
Electronic,English,2,6,12,0
Experimental,English,18,17,10,13
Spoken,English,16,12,0,10
Electronic,English,14,2,1,1
Experimental,English,7,2,6,12
Pop,English,18,6,11,0
Pop,English,1,9,6,3
Pop,English,16,14,15,1
Pop,English,5,15,15,1
Rock,English,2,18,15,1
Rock,English,5,15,4,11
Electronic,English,16,2,15,1
Electronic,English,15,12,0,10
Pop,English,1,12,18,10
Experimental,English,11,2,10,2
Rock,English,14,14,3,1
Rock,English,0,1,13,9
Instrumental,English,15,10,9,16
Experimental,English,10,3,2,3
Experimental,English,1,18,6,1
Hip-Hop,English,3,4,5,7
Electronic,English,17,8,3,11
Hip-Hop,English,15,4,5,14
Hip-Hop,English,6,12,8,10
Experimental,English,8,17,11,18
Old-Time / Historic,English,10,3,2,3
International,English,11,1,13,9
Old-Time / Historic,English,4,5,16,15
Electronic,English,15,0,11,6
Experimental,English,15,12,0,10
Electronic,English,3,4,5,14
Electronic,English,3,16,5,7
Rock,English,7,18,17,1
Rock,English,7,1,4,9
Rock,English,12,7,7,1
Electronic,English,16,14,12,14
Hip-Hop,English,15,0,12,6
Instrumental,English,13,11,18,17
Rock,English,11,7,16,15
Electronic,English,6,9,8,5
Electronic,English,3,4,5,14
Experimental,English,3,4,12,14
Rock,English,0,1,13,9
Instrumental,English,6,2,10,2
Electronic,English,5,15,4,8
Rock,English,16,18,15,1
Hip-Hop,English,12,17,4,8
Folk,English,8,7,6,4
Rock,English,11,12,10,1
Hip-Hop,English,18,14,10,2
Rock,English,15,12,5,14
Experimental,English,9,13,14,7
Instrumental,English,7,1,17,12
Experimental,English,3,12,15,14
Instrumental,English,13,10,9,16
Electronic,English,8,4,11,18
Rock,English,5,1,4,8
Experimental,English,0,9,13,5
Rock,English,5,15,4,8
Experimental,English,7,9,13,5
Electronic,English,12,14,7,14
Rock,English,7,18,17,12
Electronic,English,6,14,8,0
Experimental,English,15,12,18,10
Hip-Hop,English,15,12,0,1
Experimental,English,0,1,13,9
Folk,English,12,11,7,10
Rock,English,0,18,13,9
Experimental,English,8,9,6,5
Hip-Hop,English,2,2,10,2
Electronic,English,17,8,3,11
Experimental,English,4,5,16,15
Experimental,English,8,18,11,1
Rock,English,0,1,13,9
Pop,English,16,12,15,1
Experimental,English,15,16,0,6
Rock,English,1,2,18,4
Experimental,English,3,15,3,11
Rock,English,0,1,13,9
Electronic,English,2,6,8,0
Experimental,English,18,14,11,18
Hip-Hop,English,18,14,11,18
Blues,English,6,2,8,2
Experimental,English,9,4,14,14
Instrumental,English,4,18,16,1
Rock,English,6,12,8,1
Classical,English,13,11,18,17
Experimental,English,14,14,12,14
Hip-Hop,English,15,0,5,6
International,English,13,10,9,16
Experimental,English,16,2,15,12
Experimental,English,9,15,14,11
Rock,English,7,18,17,1
Rock,English,16,18,15,1
Instrumental,English,2,9,1,5
Instrumental,English,14,2,7,1
Rock,English,0,18,13,9
Electronic,English,18,14,12,14
Experimental,English,3,16,14,6
Classical,English,6,3,16,3
Electronic,English,5,15,15,8
Experimental,English,14,18,13,1
Experimental,English,16,4,15,1
Experimental,English,17,8,3,13
Electronic,English,12,6,7,0
Experimental,English,13,11,9,17
Rock,English,5,17,4,13
Instrumental,English,1,7,6,4
Classical,English,1,7,18,4
Experimental,English,15,0,0,14
Electronic,English,16,12,0,1
Instrumental,English,15,16,9,16
Rock,English,1,1,8,9
Experimental,English,11,7,10,9
Electronic,English,9,4,14,14
International,English,6,5,8,8
Rock,English,0,18,13,9
Electronic,English,18,4,10,14
Experimental,English,15,16,0,6
Experimental,English,4,5,16,15
Hip-Hop,English,8,4,11,18
Experimental,English,14,12,0,1
Electronic,English,14,14,14,1
Folk,English,11,12,10,1
Rock,English,3,4,5,14
Electronic,English,3,4,5,14
Folk,English,4,12,16,10
Rock,English,0,17,13,13
Pop,English,5,17,4,8
Rock,English,17,8,3,11
Experimental,English,17,17,13,13
Rock,English,14,17,3,13
Experimental,English,2,6,1,5
Experimental,English,14,12,0,10
Electronic,English,8,12,0,10
Classical,English,6,11,8,17
Rock,English,5,17,4,13
Experimental,English,4,5,5,10
Hip-Hop,English,15,4,5,14
Electronic,English,14,14,12,0
Experimental,English,2,6,12,0
Hip-Hop,English,16,4,12,14
Rock,English,16,9,15,5
Folk,English,10,3,2,3
Spoken,English,15,0,0,10
Experimental,English,8,1,6,5
Rock,English,6,14,12,1
Experimental,English,8,18,11,18
Jazz,English,13,2,18,0
Electronic,English,2,2,12,0
Rock,English,14,2,15,1
Folk,English,11,9,8,2
Folk,English,7,7,8,4
Rock,English,0,18,15,1
Classical,English,1,7,18,4
Folk,English,7,5,17,15
Rock,English,5,1,4,8
Experimental,English,13,11,18,17
International,English,3,16,9,16
Spoken,English,4,16,0,10
Rock,English,17,8,3,11
Old-Time / Historic,English,10,7,2,3
Electronic,English,8,12,15,1
Rock,English,18,2,12,1
Experimental,English,2,2,1,0
Experimental,English,10,3,16,3
Electronic,English,15,16,0,6
Rock,English,11,12,10,10
Hip-Hop,English,14,14,7,0
Experimental,English,9,15,14,7
Experimental,English,1,11,18,4
Electronic,English,17,8,3,11
Electronic,English,15,12,0,10
Country,English,12,4,7,14
Experimental,English,10,3,2,3
Hip-Hop,English,18,6,10,2
Rock,English,14,11,18,17
Rock,English,16,18,15,1
Old-Time / Historic,English,10,3,2,3
Electronic,English,17,8,3,11
Old-Time / Historic,English,10,3,2,3
